description,salary_usd,country
Mid-Level 5+ years Product manager Java JavaScript Microsoft Azure Microsoft SQL Server MySQL Remote Cape Town South Africa,70811,ZA
"Senior 8+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft SQL Server Remote Cape Town South Africa",35106,ZA
Lead 13+ years Data engineer HTML/CSS JavaScript R SQL Amazon Web Services (AWS) Microsoft Azure Microsoft SQL Server Oracle Remote Cape Town South Africa,75676,ZA
"Lead 23+ years Developer, front-end C C# C++ Delphi AWS DigitalOcean MySQL PostgreSQL Cape Town South Africa",73171,ZA
"Junior 1+ years Developer, back-end Bash/Shell (all shells) C# Groovy JavaScript Amazon Web Services (AWS) Fly.io MongoDB PostgreSQL Hybrid Cape Town South Africa",15957,ZA
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS JavaScript SQL Amazon Web Services (AWS) Firebase Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa",14054,ZA
"Senior 7+ years Developer, full-stack C# HTML/CSS SQL TypeScript Microsoft SQL Server Hybrid Cape Town South Africa",38780,ZA
"Lead 20+ years Developer, front-end Bash/Shell HTML/CSS Java JavaScript PostgreSQL Redis Hybrid Cape Town South Africa",39877,ZA
"Lead 18+ years Developer, front-end Bash/Shell (all shells) HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Digital Ocean Dynamodb Elasticsearch Remote Cape Town South Africa",114894,ZA
"Developer, full-stack HTML/CSS JavaScript SQL Visual Basic (.Net) Microsoft SQL Server Cape Town South Africa",57143,ZA
"Senior executive (C-suite, VP, etc.) Bash/Shell (all shells) C HTML/CSS Python Amazon Web Services (AWS) Docker DuckDB Microsoft SQL Server Cape Town South Africa",109890,ZA
"Lead 17+ years Developer, full-stack C# JavaScript PowerShell TypeScript Microsoft Azure Microsoft SQL Server MongoDB Cape Town South Africa",80488,ZA
"Senior 10+ years Developer, front-end JavaScript TypeScript Microsoft Azure Remote Cape Town South Africa",4135,ZA
"Senior 7+ years Developer, mobile Dart Java JavaScript Objective-C AWS Firebase SQLite Hybrid Cape Town South Africa",40244,ZA
"Senior 7+ years Developer, full-stack HTML/CSS JavaScript SQL TypeScript Amazon Web Services (AWS) Firebase Firebase Realtime Database MariaDB Remote Cape Town South Africa",25532,ZA
"Senior 8+ years Developer, front-end Delphi HTML/CSS JavaScript PHP PostgreSQL SQLite Cape Town South Africa",43902,ZA
"Senior 6+ years Developer, back-end C# Java PowerShell Python MariaDB Hybrid Cape Town South Africa",49024,ZA
"Lead 23+ years Developer, full-stack Delphi SQL Microsoft SQL Server Hybrid Cape Town South Africa",132979,ZA
Senior 10+ years Data scientist or machine learning specialist R SQL Microsoft SQL Server Oracle Hybrid Cape Town South Africa,60541,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Docker MongoDB PostgreSQL Cape Town South Africa",98901,ZA
Mid-Level 3+ years Scientist C++ Haskell MATLAB OCaml Amazon Web Services (AWS) Hybrid Cape Town South Africa,59459,ZA
"Architect, software or solutions C# Groovy HTML/CSS Java Amazon Web Services (AWS) Ansible Elasticsearch H2 Hybrid Cape Town South Africa",82143,ZA
Lead 32+ years Research & Development role Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean Firebase Realtime Database MariaDB Hybrid Cape Town South Africa,32432,ZA
"Senior 8+ years Developer, front-end C# Python SQL Google Cloud Microsoft Azure Microsoft SQL Server SQLite Cape Town South Africa",25610,ZA
"Developer, front-end C# C++ HTML/CSS JavaScript Docker MSBuild MariaDB PostgreSQL Hybrid Cape Town South Africa",87912,ZA
"Lead 25+ years Developer, embedded applications or devices Bash/Shell C C# Groovy Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa",73171,ZA
"Lead 13+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Lua Amazon Web Services (AWS) Digital Ocean PostgreSQL Remote Cape Town South Africa",73946,ZA
"Mid-Level 5+ years Developer, back-end Go Groovy HTML/CSS Java AWS DigitalOcean PostgreSQL Redis Cape Town South Africa",47561,ZA
"Senior 9+ years Developer, front-end HTML/CSS JavaScript TypeScript Firebase Microsoft Azure PostgreSQL SQLite Hybrid Cape Town South Africa",89838,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) Go Groovy Java Amazon Web Services (AWS) Digital Ocean Dynamodb PostgreSQL Hybrid Cape Town South Africa",32447,ZA
Lead 25+ years Designer HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Microsoft Azure Microsoft SQL Server MySQL Hybrid Cape Town South Africa,70213,ZA
"Developer, full-stack Bash/Shell (all shells) C C# C++ Amazon Web Services (AWS) Chocolatey Microsoft SQL Server PostgreSQL Remote Cape Town South Africa",30330,ZA
"Developer, full-stack Bash/Shell (all shells) HTML/CSS Java JavaScript Docker Gradle Elasticsearch H2 Hybrid Cape Town South Africa",62131,ZA
Senior 8+ years Research & Development role Bash/Shell (all shells) C C# C++ Digital Ocean Firebase InfluxDB Microsoft SQL Server Hybrid Cape Town South Africa,64865,ZA
"Senior 10+ years Developer, front-end C# HTML/CSS JavaScript SQL AWS Microsoft SQL Server MySQL Cape Town South Africa",32927,ZA
"Lead 13+ years Developer, full-stack C++ HTML/CSS JavaScript PHP Cloudflare Digital Ocean Elasticsearch InfluxDB Hybrid Cape Town South Africa",47872,ZA
Mid-Level 5+ years Research & Development role HTML/CSS R SQL Google Cloud Microsoft Azure Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa,37838,ZA
"Lead 27+ years Developer, front-end JavaScript Python SQL AWS MySQL Cape Town South Africa",36585,ZA
"Developer, full-stack HTML/CSS JavaScript TypeScript Remote Cape Town South Africa",3846,ZA
"Developer, back-end Bash/Shell (all shells) C# Dart HTML/CSS Amazon Web Services (AWS) Ansible Databricks SQL DuckDB Remote Cape Town South Africa",65769,ZA
"Senior 6+ years Developer, back-end Bash/Shell (all shells) Dart HTML/CSS JavaScript MariaDB MySQL Hybrid Cape Town South Africa",51892,ZA
"Senior 10+ years Developer, full-stack Bash/Shell Dart Groovy Java AWS Firebase MongoDB Oracle Hybrid Cape Town South Africa",65854,ZA
"Lead 20+ years Developer, full-stack C# HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server Redis Cape Town South Africa",67317,ZA
"Lead 30+ years Senior Executive (C-Suite, VP, etc.) JavaScript Ruby SQL Amazon Web Services (AWS) Netlify MySQL Remote Cape Town South Africa",127660,ZA
"Developer, back-end Hybrid Cape Town South Africa",44835,ZA
"Lead 13+ years Developer, full-stack C# HTML/CSS SQL TypeScript Digital Ocean Microsoft Azure Cosmos DB H2 Cape Town South Africa",47872,ZA
"Lead 16+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Heroku MariaDB MySQL Remote Cape Town South Africa",16216,ZA
"Lead 29+ years Developer, full-stack JavaScript Kotlin Python Ruby MySQL Cape Town South Africa",30811,ZA
"Lead 11+ years Senior Executive (C-Suite, VP, etc.) Bash/Shell (all shells) HTML/CSS Java JavaScript Amazon Web Services (AWS) Vercel PostgreSQL Remote Cape Town South Africa",63830,ZA
"Mid-Level 5+ years Developer, front-end C# Kotlin SQL Swift Firebase MariaDB MySQL Cape Town South Africa",11780,ZA
"Lead 14+ years Senior Executive (C-Suite, VP, etc.) Elixir Erlang JavaScript Lisp Amazon Web Services (AWS) MySQL PostgreSQL Remote Cape Town South Africa",74468,ZA
"Lead 30+ years Developer, full-stack C# HTML/CSS JavaScript Python Microsoft Azure Microsoft SQL Server MongoDB Hybrid Cape Town South Africa",68408,ZA
"Lead 14+ years Senior Executive (C-Suite, VP, etc.) Bash/Shell Elixir Erlang JavaScript AWS Google Cloud MySQL PostgreSQL Cape Town South Africa",87805,ZA
"Developer, mobile Bash/Shell (all shells) Dart Java JavaScript BigQuery SQLite Hybrid Cape Town South Africa",71429,ZA
"Developer, back-end Bash/Shell (all shells) Java JavaScript Python Amazon Web Services (AWS) Docker H2 Microsoft SQL Server Cape Town South Africa",72527,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Cloudflare npm Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa",19780,ZA
Lead 29+ years Other (please specify): Bash/Shell (all shells) C# JavaScript Python Amazon Web Services (AWS) Digital Ocean H2 Microsoft SQL Server Remote Cape Town South Africa,111702,ZA
"Senior 10+ years Developer, full-stack JavaScript Amazon Web Services (AWS) MongoDB Remote Cape Town South Africa",4865,ZA
"Junior 1+ years Developer, full-stack JavaScript Kotlin PHP Python Colocation MariaDB MySQL Remote Cape Town South Africa",4468,ZA
"Senior 10+ years Developer, desktop or enterprise applications C# HTML/CSS JavaScript SQL Microsoft SQL Server Hybrid Cape Town South Africa",38298,ZA
"Lead 12+ years Developer, full-stack Bash/Shell (all shells) Groovy HTML/CSS Java Google Cloud Hetzner PostgreSQL Redis Remote Cape Town South Africa",63830,ZA
"Architect, software or solutions Bash/Shell (all shells) Go Python SQL Microsoft SQL Server Snowflake Hybrid Cape Town South Africa",137363,ZA
"Lead 43+ years Developer, full-stack Java Python SQL VBA Microsoft SQL Server Remote Cape Town South Africa",86170,ZA
"Lead 13+ years Developer, AI Rust SQL TypeScript Amazon Web Services (AWS) IBM Cloud Or Watson Clickhouse PostgreSQL Remote Cape Town South Africa",136486,ZA
"Lead 13+ years Developer, back-end Bash/Shell (all shells) C# F# Go Amazon Web Services (AWS) Cloudflare Couchbase Microsoft SQL Server Remote Cape Town South Africa",77660,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell (all shells) C++ Dart Delphi Amazon Web Services (AWS) Firebase MongoDB MySQL Remote Cape Town South Africa",15957,ZA
"Mid-Level 4+ years Developer, back-end Bash/Shell (all shells) C# HTML/CSS Java Firebird Microsoft SQL Server Remote Cape Town South Africa",31135,ZA
"Lead 29+ years Developer, full-stack C# HTML/CSS Java JavaScript Amazon Web Services (AWS) Microsoft Azure Dynamodb Elasticsearch Remote Cape Town South Africa",132979,ZA
"Developer, full-stack Bash/Shell (all shells) JavaScript TypeScript Amazon Web Services (AWS) Docker Dynamodb Remote Cape Town South Africa",168421,ZA
"Lead 11+ years Developer, full-stack C# JavaScript TypeScript Amazon Web Services (AWS) Microsoft SQL Server PostgreSQL Cape Town South Africa",52757,ZA
"Lead 22+ years Developer, back-end Java TypeScript Microsoft Azure MongoDB PostgreSQL Remote Cape Town South Africa",70213,ZA
"Junior 1+ years Developer, front-end C# HTML/CSS JavaScript PHP Firebase Hybrid Cape Town South Africa",12766,ZA
"Lead 17+ years Developer, back-end Bash/Shell (all shells) Haskell HTML/CSS Java H2 PostgreSQL Hybrid Cape Town South Africa",68649,ZA
"Lead 20+ years Developer, full-stack Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare MariaDB MongoDB Hybrid Cape Town South Africa",54255,ZA
"Lead 18+ years Developer, mobile Bash/Shell (all shells) Dart Java Kotlin Amazon Web Services (AWS) BigQuery SQLite Cape Town South Africa",70270,ZA
"Lead 23+ years Developer, desktop or enterprise applications Delphi SQL Firebird Cape Town South Africa",26596,ZA
"Lead 26+ years Developer, desktop or enterprise applications C# C++ HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server Hybrid Cape Town South Africa",64865,ZA
"Lead 14+ years Developer, full-stack Kotlin Python Swift TypeScript Amazon Web Services (AWS) Firebase Cassandra MySQL Hybrid Cape Town South Africa",65319,ZA
Lead 26+ years Research & Development role Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Microsoft Azure Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa,75676,ZA
"Junior 2+ years Developer, back-end C# Python SQL Microsoft SQL Server Cape Town South Africa",9329,ZA
Lead 50+ years Other (please specify): Delphi SQL Visual Basic (.Net) PostgreSQL Remote Cape Town South Africa,27027,ZA
"Intern 0+ years Developer, full-stack C# HTML/CSS JavaScript TypeScript AWS Microsoft SQL Server Cape Town South Africa",13171,ZA
"Senior 10+ years Developer, full-stack Bash/Shell (all shells) JavaScript PHP Amazon Web Services (AWS) Digital Ocean MariaDB MySQL Hybrid Cape Town South Africa",47872,ZA
"Senior 6+ years Developer, back-end Bash/Shell HTML/CSS JavaScript Python AWS DynamoDB PostgreSQL Hybrid Cape Town South Africa",54878,ZA
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS Java Amazon Web Services (AWS) Netlify MySQL PostgreSQL Cape Town South Africa",22213,ZA
"Lead 35+ years Developer, full-stack Delphi HTML/CSS JavaScript PHP MySQL Hybrid Cape Town South Africa",32298,ZA
"Lead 25+ years Developer, front-end C# Delphi HTML/CSS JavaScript MariaDB Microsoft SQL Server Cape Town South Africa",65854,ZA
"Senior 8+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Cloudflare Fly.io PostgreSQL Redis Hybrid Cape Town South Africa",76541,ZA
"Founder, technology or otherwise HTML/CSS JavaScript Python SQL Amazon Web Services (AWS) Ansible Elasticsearch InfluxDB Cape Town South Africa",65934,ZA
"Developer, full-stack Assembly Bash/Shell (all shells) C# C++ Cloudflare Composer BigQuery Cassandra Cape Town South Africa",9231,ZA
"Mid-Level 3+ years Developer, full-stack Dart Elixir Go HTML/CSS Vultr MongoDB Remote Cape Town South Africa",15957,ZA
"Senior 8+ years Developer, mobile Dart HTML/CSS Java JavaScript Firebase Google Cloud Firebase Realtime Database Hybrid Cape Town South Africa",44681,ZA
"Mid-Level 4+ years Developer, full-stack C# Delphi HTML/CSS Java Amazon Web Services (AWS) Dynamodb Microsoft SQL Server Remote Cape Town South Africa",18085,ZA
Lead 30+ years Engineering manager Dart Go Java JavaScript Amazon Web Services (AWS) Digital Ocean Cloud Firestore Dynamodb Remote Cape Town South Africa,63830,ZA
"Junior 1+ years Developer, front-end C# HTML/CSS JavaScript PowerShell Microsoft Azure Microsoft SQL Server SQLite Hybrid Cape Town South Africa",8049,ZA
"Junior 2+ years Developer, full-stack C# Dart Python SQL InfluxDB MySQL Cape Town South Africa",14681,ZA
Lead 20+ years Data engineer HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Databricks Databricks SQL Dynamodb Hybrid Cape Town South Africa,151351,ZA
"Junior 2+ years Developer, full-stack Groovy HTML/CSS Java JavaScript MongoDB MySQL Hybrid Cape Town South Africa",14681,ZA
"Intern 0+ years Developer, full-stack HTML/CSS Java JavaScript SQL Firebase Heroku Cloud Firestore MongoDB Cape Town South Africa",10976,ZA
"Senior 6+ years Developer, back-end Bash/Shell Go Kotlin Python AWS Heroku MySQL Redis Hybrid Cape Town South Africa",61463,ZA
Lead 18+ years Engineering manager Elixir HTML/CSS JavaScript Python Amazon Web Services (AWS) Digital Ocean Elasticsearch MongoDB Remote Cape Town South Africa,54255,ZA
"Lead 25+ years Developer, full-stack Clojure HTML/CSS JavaScript AWS Cape Town South Africa",48293,ZA
"Junior 1+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS Java Amazon Web Services (AWS) Cloudflare Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",20426,ZA
"Mid-Level 4+ years Developer, full-stack JavaScript PHP SQL Firebase Google Cloud MariaDB MySQL Hybrid Cape Town South Africa",22340,ZA
"Mid-Level 4+ years Developer, full-stack HTML/CSS Java JavaScript Kotlin Firebase Google Cloud Cloud Firestore Firebase Realtime Database Cape Town South Africa",11489,ZA
"Senior 6+ years Developer, full-stack Bash/Shell (all shells) C# Dart Go Firebase Google Cloud PostgreSQL Remote Cape Town South Africa",81081,ZA
"Junior 1+ years Developer, full-stack HTML/CSS JavaScript Python SQL Firebase MariaDB Microsoft SQL Server Cape Town South Africa",6585,ZA
"Lead 12+ years Developer, mobile Bash/Shell (all shells) Swift Remote Cape Town South Africa",52926,ZA
"Lead 16+ years Developer, back-end C# C++ HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server SQLite Remote Cape Town South Africa",29730,ZA
"Developer, full-stack Hybrid Cape Town South Africa",51286,ZA
"Developer, embedded applications or devices Bash/Shell (all shells) C# C++ HTML/CSS Hybrid Cape Town South Africa",32308,ZA
"Senior 10+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Microsoft Azure MySQL PostgreSQL Remote Cape Town South Africa",38822,ZA
"Lead 34+ years Developer, full-stack C# Go SQL TypeScript Amazon Web Services (AWS) Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa",118919,ZA
"Senior 7+ years Developer, back-end Bash/Shell (all shells) Go Python Rust Amazon Web Services (AWS) Cloudflare BigQuery Clickhouse Remote Cape Town South Africa",63830,ZA
"Lead 25+ years Developer, full-stack C# HTML/CSS JavaScript PHP Google Cloud Managed Hosting MariaDB Cape Town South Africa",57927,ZA
Lead 11+ years Product manager HTML/CSS MATLAB Python SQL Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa,46809,ZA
"Lead 15+ years Developer, full-stack C# JavaScript PowerShell SQL Microsoft Azure PostgreSQL Hybrid Cape Town South Africa",64865,ZA
"Developer, full-stack Bash/Shell (all shells) Groovy HTML/CSS Java Amazon Web Services (AWS) Digital Ocean Elasticsearch MongoDB Hybrid Cape Town South Africa",65934,ZA
"Lead 30+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP PostgreSQL Remote Cape Town South Africa",28883,ZA
Mid-Level 4+ years DevOps specialist Bash/Shell (all shells) Go Java JavaScript Amazon Web Services (AWS) Cloudflare MariaDB MySQL Hybrid Cape Town South Africa,28919,ZA
